,0
5680,12
5681,11
5682,4
5683,4
5684,6
5685,1
5686,15
5687,13
5688,9
5689,10
5690,14
5691,13
5692,9
5693,5
5694,11
5695,15
5696,5
5697,13
5698,3
5699,3
5700,5
5701,6
5702,6
5703,10
5704,6
5705,13
5706,5
5707,13
5708,9
5709,7
5710,6
5711,6
5712,8
5713,16
5714,16
5715,12
5716,9
5717,14
5718,9
5719,5
5720,1
5721,6
5722,16
5723,5
5724,9
5725,3
5726,15
5727,10
5728,13
5729,5
5730,10
5731,16
5732,13
5733,14
5734,6
5735,7
5736,2
5737,14
5738,4
5739,14
5740,13
5741,6
5742,14
5743,9
5744,5
5745,5
5746,8
5747,5
5748,11
5749,11
5750,11
5751,8
5752,2
5753,2
5754,3
5755,8
5756,6
5757,1
5758,5
5759,14
5760,5
5761,7
5762,6
5763,7
5764,2
5765,14
5766,7
5767,11
5768,8
5769,11
5770,5
5771,5
5772,7
5773,13
5774,16
5775,3
5776,14
5777,15
5778,9
5779,1
5780,16
5781,15
5782,13
5783,10
5784,1
5785,10
5786,11
5787,6
5788,7
5789,12
5790,6
5791,13
5792,4
5793,3
5794,7
5795,14
5796,5
5797,6
5798,2
5799,3
5800,6
5801,5
5802,4
5803,4
5804,16
5805,12
5806,9
5807,12
5808,8
5809,1
5810,6
5811,15
5812,13
5813,10
5814,6
5815,6
5816,2
5817,11
5818,14
5819,6
5820,11
5821,4
5822,13
5823,13
5824,11
5825,8
5826,7
5827,11
5828,14
5829,9
5830,2
5831,10
5832,9
5833,9
5834,2
5835,7
5836,4
5837,2
5838,12
5839,1
5840,8
5841,2
5842,10
5843,14
5844,6
5845,11
5846,8
5847,1
5848,7
5849,11
5850,4
5851,11
5852,5
5853,3
5854,10
5855,10
5856,3
5857,16
5858,3
5859,2
5860,9
5861,13
5862,5
5863,11
5864,14
5865,13
5866,2
5867,1
5868,9
5869,11
5870,11
5871,1
5872,3
5873,5
5874,1
5875,12
5876,9
5877,10
5878,14
5879,5
5880,6
5881,6
5882,10
5883,16
5884,15
5885,13
5886,6
5887,5
5888,14
5889,13
5890,3
5891,3
5892,11
5893,4
5894,8
5895,15
5896,14
5897,14
5898,11
5899,3
5900,7
5901,7
5902,2
5903,4
5904,16
5905,11
5906,13
5907,9
5908,12
5909,4
5910,3
5911,4
5912,2
5913,4
5914,6
5915,5
5916,10
5917,16
5918,3
5919,12
5920,5
5921,3
5922,12
5923,2
5924,14
5925,5
5926,15
5927,9
5928,5
5929,6
5930,11
5931,2
5932,13
5933,15
5934,10
5935,5
5936,14
5937,6
5938,8
5939,4
5940,6
5941,11
5942,2
5943,7
5944,10
5945,13
5946,12
5947,11
5948,12
5949,4
5950,6
5951,15
5952,6
5953,6
5954,9
5955,2
5956,11
5957,4
5958,4
5959,6
5960,10
5961,11
5962,15
5963,2
5964,7
5965,10
5966,2
5967,7
5968,7
5969,6
5970,6
5971,2
5972,15
5973,2
5974,14
5975,13
5976,14
5977,11
5978,12
5979,3
5980,3
5981,4
5982,14
5983,16
5984,1
5985,5
5986,13
5987,5
5988,8
5989,3
5990,6
5991,5
5992,9
5993,6
5994,15
5995,14
5996,5
5997,14
5998,7
5999,15
6000,11
6001,7
6002,3
6003,4
6004,11
6005,15
6006,6
6007,6
6008,5
6009,5
6010,2
6011,12
6012,2
6013,1
6014,5
6015,5
6016,1
6017,2
6018,8
6019,15
6020,6
6021,6
6022,12
6023,15
6024,7
6025,16
6026,16
6027,10
6028,7
6029,15
6030,3
6031,12
6032,6
6033,15
6034,8
6035,8
6036,5
6037,14
6038,11
6039,4
6040,2
6041,2
6042,13
6043,2
6044,8
6045,3
6046,3
6047,2
6048,9
6049,9
6050,1
6051,6
6052,7
6053,14
6054,13
6055,8
6056,12
6057,4
6058,6
6059,8
6060,3
6061,4
6062,6
6063,9
6064,12
6065,11
6066,8
6067,5
6068,15
6069,7
6070,6
6071,4
6072,16
6073,16
6074,9
6075,2
6076,9
6077,3
6078,10
6079,10
6080,4
6081,3
6082,5
6083,15
6084,15
6085,2
6086,6
6087,13
6088,6
6089,5
6090,16
6091,9
6092,3
6093,7
6094,15
6095,8
6096,11
6097,12
6098,7
6099,6
6100,7
6101,11
6102,15
6103,4
6104,16
6105,11
6106,15
6107,16
6108,9
6109,10
6110,16
6111,3
6112,15
6113,16
6114,7
6115,10
6116,3
6117,8
6118,4
6119,8
6120,15
6121,7
6122,14
6123,6
6124,15
6125,9
6126,16
6127,1
6128,10
6129,15
6130,12
6131,2
6132,9
6133,10
6134,3
6135,10
6136,2
6137,9
6138,5
6139,12
6140,5
6141,8
6142,6
6143,11
6144,7
6145,14
6146,12
6147,11
6148,14
6149,9
6150,10
6151,15
6152,8
6153,8
6154,2
6155,3
6156,5
6157,5
6158,13
6159,11
6160,10
6161,5
6162,3
6163,4
6164,6
6165,15
6166,9
6167,2
6168,14
6169,14
6170,13
6171,6
6172,16
6173,14
6174,8
6175,16
6176,8
6177,15
6178,10
6179,14
6180,9
6181,13
6182,2
6183,3
6184,3
6185,8
6186,11
6187,12
6188,11
6189,6
6190,15
6191,6
6192,11
6193,12
6194,4
6195,10
6196,11
6197,12
6198,7
6199,16
6200,15
6201,10
6202,6
6203,5
6204,16
6205,15
6206,10
6207,16
6208,6
6209,8
6210,14
6211,14
6212,5
6213,14
6214,11
6215,12
6216,3
6217,11
6218,6
6219,6
6220,4
6221,1
6222,3
6223,3
6224,12
6225,10
6226,7
6227,9
6228,11
6229,11
6230,4
6231,9
6232,10
6233,12
6234,1
6235,12
6236,2
6237,4
6238,5
6239,9
6240,11
6241,5
6242,15
6243,3
6244,10
6245,16
6246,10
6247,8
6248,15
6249,7
6250,15
6251,1
6252,9
6253,7
6254,2
6255,7
6256,10
6257,10
6258,7
6259,5
6260,6
6261,12
6262,3
6263,7
6264,6
6265,5
6266,6
6267,6
6268,2
6269,2
6270,6
6271,6
6272,16
6273,4
6274,3
6275,5
6276,14
6277,14
6278,4
6279,4
6280,14
6281,7
6282,12
6283,2
6284,1
6285,7
6286,11
6287,12
6288,11
6289,11
6290,4
6291,10
6292,4
6293,7
6294,4
6295,3
6296,2
6297,12
6298,13
6299,1
6300,7
6301,16
6302,1
6303,10
6304,7
6305,13
6306,13
6307,14
6308,3
6309,11
6310,15
6311,12
6312,3
6313,11
6314,7
6315,16
6316,11
6317,3
6318,5
6319,6
6320,7
6321,16
6322,10
6323,7
6324,11
6325,4
6326,13
6327,14
6328,8
6329,5
6330,14
6331,6
6332,8
6333,2
6334,10
6335,14
6336,6
6337,6
6338,11
6339,8
6340,12
6341,8
6342,2
6343,12
6344,10
6345,10
6346,14
6347,3
6348,12
6349,4
6350,15
6351,14
6352,11
6353,4
6354,7
6355,6
6356,10
6357,7
6358,11
6359,3
6360,11
6361,3
6362,13
6363,6
6364,7
6365,5
6366,14
6367,14
6368,11
6369,10
6370,12
6371,2
6372,13
6373,6
6374,4
6375,10
6376,11
6377,8
6378,3
6379,15
6380,9
6381,10
6382,10
6383,11
6384,11
6385,5
6386,12
6387,7
6388,10
6389,14
6390,11
6391,14
6392,11
6393,1
6394,10
6395,5
6396,13
6397,9
6398,6
6399,5
6400,16
6401,3
6402,7
6403,10
6404,2
6405,10
6406,11
6407,9
6408,11
6409,11
6410,4
6411,4
6412,14
6413,13
6414,16
6415,15
6416,11
6417,3
6418,14
6419,15
6420,6
6421,8
6422,4
6423,10
6424,10
6425,5
6426,5
6427,5
6428,10
6429,6
6430,7
6431,3
6432,10
6433,7
6434,2
6435,6
6436,3
6437,3
6438,9
6439,11
6440,13
6441,13
6442,1
6443,3
6444,5
6445,14
6446,3
6447,8
6448,3
6449,16
6450,12
6451,11
6452,16
6453,6
6454,16
6455,14
6456,13
6457,6
6458,12
6459,15
6460,6
6461,6
6462,9
6463,1
6464,8
6465,11
6466,6
6467,14
6468,14
6469,11
6470,15
6471,9
6472,11
6473,4
6474,14
6475,7
6476,2
6477,3
6478,16
6479,15
6480,8
6481,13
6482,13
6483,14
6484,1
6485,13
6486,7
6487,2
6488,1
6489,10
6490,7
6491,13
6492,12
6493,12
6494,12
6495,3
6496,7
6497,1
6498,12
6499,16
6500,8
6501,13
6502,12
6503,11
6504,3
6505,8
6506,15
6507,3
6508,12
6509,4
6510,9
6511,8
6512,2
6513,10
6514,14
6515,14
6516,11
6517,16
6518,7
6519,7
6520,16
6521,14
6522,7
6523,6
6524,10
6525,15
6526,15
6527,10
6528,16
6529,2
6530,3
6531,11
6532,15
6533,9
6534,4
6535,10
6536,11
6537,12
6538,7
6539,16
6540,1
6541,7
6542,10
6543,2
6544,10
6545,11
6546,4
6547,1
6548,6
6549,6
6550,15
6551,7
6552,12
6553,16
6554,3
6555,15
6556,6
6557,6
6558,10
6559,7
6560,13
6561,14
6562,13
6563,14
6564,6
6565,15
6566,2
6567,3
6568,3
6569,11
6570,14
6571,6
6572,11
6573,7
6574,2
6575,15
6576,2
6577,10
6578,11
6579,12
6580,6
6581,7
6582,11
6583,14
6584,11
6585,5
6586,14
6587,14
6588,1
6589,8
6590,13
6591,14
6592,6
6593,14
6594,11
6595,12
6596,9
6597,5
6598,12
6599,15
6600,9
6601,5
6602,6
6603,8
6604,13
6605,13
6606,9
6607,2
6608,3
6609,2
6610,8
6611,15
6612,9
6613,6
6614,14
6615,10
6616,11
6617,10
6618,7
6619,6
6620,15
6621,11
6622,8
6623,12
6624,2
6625,10
6626,6
6627,9
6628,6
6629,6
6630,3
6631,12
6632,8
6633,10
6634,12
6635,12
6636,15
6637,12
6638,14
6639,9
6640,11
6641,6
6642,14
6643,14
6644,16
6645,7
6646,5
6647,2
6648,6
6649,13
6650,8
6651,6
6652,8
6653,11
6654,15
6655,13
6656,3
6657,1
6658,6
6659,6
6660,2
6661,7
6662,5
6663,6
6664,13
6665,6
6666,3
6667,2
6668,7
6669,1
6670,5
6671,6
6672,13
6673,6
6674,12
6675,8
6676,13
6677,13
6678,15
6679,11
6680,9
6681,6
6682,12
6683,16
6684,4
6685,4
6686,5
6687,9
6688,13
6689,6
6690,4
6691,10
6692,14
6693,13
6694,7
6695,5
6696,15
6697,14
6698,16
6699,7
6700,7
6701,4
6702,7
6703,16
6704,16
6705,13
6706,1
6707,10
6708,15
6709,12
6710,12
6711,13
6712,4
6713,6
6714,4
6715,12
6716,9
6717,15
6718,1
6719,2
6720,7
6721,9
6722,1
6723,16
6724,15
6725,6
6726,6
6727,14
6728,11
6729,2
6730,14
6731,7
6732,12
6733,1
6734,13
6735,10
6736,2
6737,2
6738,9
6739,9
6740,10
6741,12
6742,3
6743,11
6744,11
6745,12
6746,13
6747,5
6748,13
6749,9
6750,9
6751,7
6752,15
6753,11
6754,1
6755,6
6756,11
6757,6
6758,5
6759,6
6760,6
6761,2
6762,7
6763,16
6764,1
6765,10
6766,1
6767,6
6768,6
6769,14
6770,6
6771,5
6772,8
6773,13
6774,9
6775,7
6776,10
6777,8
6778,10
6779,6
6780,11
6781,11
6782,1
6783,6
6784,5
6785,13
6786,12
6787,1
6788,12
6789,10
6790,15
6791,9
6792,14
6793,6
6794,16
6795,4
6796,10
6797,3
6798,15
6799,1
6800,7
6801,11
6802,8
6803,15
6804,3
6805,12
6806,14
6807,9
6808,5
6809,14
6810,11
6811,4
6812,4
6813,3
6814,1
6815,4
6816,14
6817,14
6818,10
6819,4
6820,7
6821,9
6822,2
6823,14
6824,8
6825,11
6826,13
6827,6
6828,6
6829,16
6830,8
6831,7
6832,13
6833,13
6834,9
6835,6
6836,1
6837,16
6838,11
6839,1
6840,12
6841,2
6842,15
6843,1
6844,10
6845,6
6846,12
6847,9
6848,5
6849,15
6850,1
6851,2
6852,7
6853,3
6854,14
6855,11
6856,14
6857,13
6858,7
6859,1
6860,8
6861,13
6862,6
6863,13
6864,16
6865,5
6866,6
6867,13
6868,3
6869,12
6870,9
6871,9
6872,16
6873,3
6874,11
6875,7
6876,3
6877,10
6878,6
6879,12
6880,15
6881,7
6882,1
6883,8
6884,1
6885,10
6886,7
6887,13
6888,2
6889,1
6890,4
6891,1
6892,14
6893,5
6894,6
6895,14
6896,11
6897,13
6898,1
6899,6
6900,15
6901,6
6902,3
6903,16
6904,15
6905,8
6906,3
6907,4
6908,12
6909,11
6910,5
6911,1
6912,10
6913,1
6914,10
6915,12
6916,15
6917,14
6918,11
6919,11
6920,15
6921,1
6922,6
6923,14
6924,6
6925,6
6926,12
6927,15
6928,11
6929,11
6930,7
6931,13
6932,6
6933,5
6934,15
6935,8
6936,3
6937,4
6938,14
6939,7
6940,10
6941,15
6942,4
6943,3
6944,7
6945,7
6946,11
6947,2
6948,9
6949,2
6950,9
6951,14
6952,5
6953,14
6954,4
6955,2
6956,4
6957,2
6958,1
6959,8
6960,5
6961,14
6962,16
6963,2
6964,4
6965,11
6966,9
6967,5
6968,8
6969,4
6970,8
6971,14
6972,6
6973,3
6974,16
6975,9
6976,7
6977,7
6978,3
6979,2
6980,11
6981,10
6982,15
6983,12
6984,11
6985,1
6986,5
6987,2
6988,6
6989,16
6990,2
6991,9
6992,1
6993,12
6994,11
6995,10
6996,4
6997,12
6998,9
6999,12
7000,10
7001,6
7002,6
7003,13
7004,5
7005,16
7006,9
7007,12
7008,3
7009,12
7010,4
7011,4
7012,6
7013,6
7014,14
7015,11
7016,9
7017,12
7018,10
7019,9
7020,10
7021,9
7022,7
7023,2
7024,10
7025,13
7026,12
7027,11
7028,11
7029,10
7030,4
7031,7
7032,14
7033,9
7034,14
7035,16
7036,14
7037,8
7038,5
7039,14
7040,16
7041,6
7042,2
7043,7
7044,2
7045,8
7046,4
7047,4
7048,15
7049,9
7050,5
7051,15
7052,14
7053,16
7054,14
7055,7
7056,2
7057,7
7058,3
7059,4
7060,16
7061,5
7062,5
7063,14
7064,6
7065,5
7066,4
7067,1
7068,12
7069,14
7070,5
7071,9
7072,6
7073,6
7074,11
7075,15
7076,8
7077,3
7078,6
7079,6
7080,11
7081,11
7082,16
7083,4
7084,14
7085,6
7086,14
7087,7
7088,2
7089,7
7090,12
7091,11
7092,14
7093,7
7094,5
7095,7
7096,6
7097,8
7098,2
7099,7
7100,14
7101,13
7102,16
7103,9
7104,10
7105,13
7106,2
7107,16
7108,6
7109,6
7110,8
7111,13
7112,10
7113,9
7114,6
7115,8
7116,4
7117,3
7118,11
7119,9
7120,3
7121,7
7122,11
7123,1
7124,6
7125,6
7126,5
7127,13
7128,6
7129,5
7130,13
7131,10
7132,2
7133,3
7134,16
7135,7
7136,5
7137,15
7138,4
7139,4
7140,11
7141,12
7142,16
7143,1
7144,11
7145,6
7146,1
7147,8
7148,10
7149,3
7150,1
7151,14
7152,9
7153,4
7154,10
7155,11
7156,4
7157,11
7158,13
7159,2
7160,7
7161,2
7162,8
7163,14
7164,2
7165,2
7166,1
7167,3
7168,5
7169,5
7170,12
7171,15
7172,9
7173,14
7174,2
7175,15
7176,15
7177,7
7178,6
7179,1
7180,3
7181,6
7182,11
7183,15
7184,11
7185,10
7186,10
7187,7
7188,15
7189,1
7190,9
7191,6
7192,11
7193,6
7194,11
7195,13
7196,8
7197,2
7198,5
7199,10
7200,10
7201,6
7202,6
7203,15
7204,5
7205,7
7206,2
7207,15
7208,9
7209,16
7210,7
7211,11
7212,6
7213,2
7214,14
7215,5
7216,11
7217,12
7218,13
7219,13
7220,12
7221,7
7222,8
7223,2
7224,7
7225,1
7226,9
7227,15
7228,15
7229,14
7230,6
7231,14
7232,5
7233,3
7234,10
7235,10
7236,6
7237,1
7238,4
7239,2
7240,2
7241,11
7242,12
7243,3
7244,6
7245,2
7246,6
7247,6
7248,5
7249,13
7250,7
7251,2
7252,6
7253,10
7254,12
7255,10
7256,9
7257,8
7258,12
7259,10
7260,4
7261,8
7262,14
7263,5
7264,14
7265,13
7266,14
7267,15
7268,6
7269,8
7270,5
7271,3
7272,8
7273,14
7274,12
7275,3
7276,2
7277,4
7278,11
7279,13
7280,15
7281,16
7282,12
7283,3
7284,11
7285,11
7286,12
7287,6
7288,6
7289,6
7290,4
7291,10
7292,9
7293,5
7294,13
7295,14
7296,12
7297,12
7298,1
7299,12
7300,6
7301,14
7302,8
7303,6
7304,2
7305,3
7306,8
7307,11
7308,3
7309,10
7310,7
7311,8
7312,15
7313,13
7314,14
7315,6
7316,9
7317,9
7318,7
7319,5
7320,11
7321,16
7322,11
7323,11
7324,8
7325,4
7326,1
7327,15
7328,12
7329,7
7330,12
7331,11
7332,10
7333,14
7334,8
7335,10
7336,15
7337,5
7338,7
7339,15
7340,6
7341,6
7342,7
7343,6
7344,3
7345,12
7346,12
7347,10
7348,14
7349,15
7350,15
7351,16
7352,12
7353,7
7354,5
7355,12
7356,8
7357,14
7358,13
7359,14
7360,11
7361,15
7362,13
7363,5
7364,4
7365,11
7366,13
7367,2
7368,13
7369,10
7370,7
7371,10
7372,3
7373,3
7374,11
7375,3
7376,12
7377,12
7378,7
7379,3
7380,16
7381,5
7382,8
7383,12
7384,4
7385,12
7386,5
7387,16
7388,6
7389,8
7390,14
7391,4
7392,2
7393,2
7394,10
7395,9
7396,5
7397,5
7398,13
7399,16
7400,12
7401,4
7402,14
7403,5
7404,10
7405,10
7406,8
7407,3
7408,6
7409,2
7410,7
7411,10
7412,6
7413,14
7414,11
7415,4
7416,9
7417,14
7418,4
7419,5
7420,14
7421,5
7422,2
7423,4
7424,2
7425,12
7426,16
7427,1
7428,9
7429,13
7430,14
7431,2
7432,1
7433,6
7434,12
7435,3
7436,13
7437,13
7438,6
7439,8
7440,3
7441,6
7442,12
7443,1
7444,3
7445,6
7446,6
7447,6
7448,13
7449,14
7450,2
7451,11
7452,13
7453,5
7454,11
7455,4
7456,11
7457,5
7458,15
7459,1
7460,16
7461,6
7462,6
7463,13
7464,5
7465,10
7466,13
7467,3
7468,9
7469,3
7470,1
7471,8
7472,8
7473,7
7474,3
7475,10
7476,5
7477,14
7478,8
7479,11
7480,7
7481,8
7482,13
7483,6
7484,11
7485,3
7486,13
7487,13
7488,2
7489,6
7490,8
7491,15
7492,1
7493,7
7494,14
7495,8
7496,13
7497,1
7498,9
7499,6
7500,10
7501,2
7502,14
7503,14
7504,9
7505,2
7506,6
7507,5
7508,11
7509,10
7510,6
7511,14
7512,11
7513,7
7514,9
7515,11
7516,1
7517,15
7518,5
7519,13
7520,12
7521,12
7522,14
7523,5
7524,4
7525,4
7526,12
7527,4
7528,14
7529,7
7530,12
7531,7
7532,11
7533,3
7534,2
7535,4
7536,2
7537,9
7538,15
7539,6
7540,7
7541,12
7542,2
7543,9
7544,13
7545,13
7546,11
7547,3
7548,15
7549,13
7550,2
7551,10
7552,5
7553,14
7554,1
7555,16
7556,12
7557,11
7558,10
7559,15
7560,14
7561,10
7562,12
7563,11
7564,6
7565,5
7566,14
7567,9
7568,5
7569,13
7570,6
7571,6
7572,13
7573,10
7574,6
7575,16
7576,8
7577,6
7578,7
7579,14
7580,6
7581,1
7582,7
7583,14
7584,5
7585,12
7586,8
7587,12
7588,9
7589,6
7590,15
7591,15
7592,6
7593,6
7594,10
7595,5
7596,8
7597,13
7598,4
7599,1
7600,16
7601,8
7602,9
7603,7
7604,11
7605,10
7606,11
7607,4
7608,8
7609,11
7610,12
7611,3
7612,11
7613,3
7614,6
7615,11
7616,6
7617,13
7618,6
7619,14
7620,5
7621,10
7622,16
7623,13
7624,3
7625,3
7626,9
7627,9
7628,9
7629,14
7630,16
7631,10
7632,5
7633,6
7634,3
7635,12
7636,5
7637,16
7638,6
7639,8
7640,9
7641,16
7642,14
7643,9
7644,15
7645,14
7646,8
7647,8
7648,10
7649,6
7650,13
7651,13
7652,12
7653,12
7654,15
7655,14
7656,9
7657,10
7658,14
7659,13
7660,1
7661,3
7662,10
7663,12
7664,15
7665,6
7666,6
7667,5
7668,15
7669,15
7670,16
7671,6
7672,11
7673,12
7674,4
7675,2
7676,5
7677,13
7678,6
7679,11
7680,6
7681,5
7682,3
7683,10
7684,1
7685,8
7686,9
7687,7
7688,8
7689,3
7690,3
7691,6
7692,9
7693,9
7694,10
7695,16
7696,6
7697,8
7698,7
7699,6
7700,16
7701,5
7702,3
7703,12
7704,12
7705,3
7706,9
7707,10
7708,13
7709,13
7710,2
7711,4
7712,16
7713,15
7714,4
7715,3
7716,13
7717,6
7718,14
7719,6
7720,13
7721,14
7722,6
7723,13
7724,8
7725,8
7726,15
7727,15
7728,15
7729,12
7730,11
7731,12
7732,6
7733,10
7734,12
7735,8
7736,14
7737,16
7738,12
7739,4
7740,9
7741,11
7742,5
7743,14
7744,3
7745,16
7746,15
7747,10
7748,3
7749,12
7750,13
7751,12
7752,4
7753,11
7754,7
7755,16
7756,8
7757,10
7758,9
7759,11
7760,11
7761,8
7762,13
7763,5
7764,4
7765,4
7766,9
7767,13
7768,5
7769,13
7770,8
7771,7
7772,11
7773,3
7774,6
7775,15
7776,11
7777,9
7778,4
7779,4
7780,8
7781,3
7782,13
7783,10
7784,3
7785,3
7786,5
7787,15
7788,3
7789,9
7790,13
7791,6
7792,5
7793,13
7794,9
7795,1
7796,14
7797,14
7798,14
7799,10
7800,6
7801,2
7802,5
7803,11
7804,13
7805,6
7806,11
7807,12
7808,14
7809,1
7810,12
7811,7
7812,15
7813,15
7814,11
7815,7
7816,15
7817,6
7818,8
7819,8
7820,5
7821,2
7822,2
7823,7
7824,3
7825,11
7826,3
7827,12
7828,11
7829,11
7830,14
7831,13
7832,13
7833,15
7834,10
7835,15
7836,8
7837,14
7838,2
7839,3
7840,6
7841,1
7842,6
7843,9
7844,1
7845,6
7846,8
7847,3
7848,5
7849,5
7850,3
7851,12
7852,5
7853,9
7854,2
7855,6
7856,13
7857,1
7858,1
7859,14
7860,5
7861,3
7862,7
7863,5
7864,2
7865,7
7866,9
7867,15
7868,3
7869,8
7870,15
7871,13
7872,6
7873,13
7874,16
7875,4
7876,5
7877,10
7878,8
7879,3
7880,3
7881,5
7882,16
7883,5
7884,4
7885,10
7886,5
7887,9
7888,4
7889,1
7890,7
7891,9
7892,7
7893,6
7894,14
7895,6
7896,11
7897,11
7898,12
7899,15
7900,12
7901,11
7902,14
7903,6
7904,14
7905,16
7906,3
7907,11
7908,11
7909,1
7910,10
7911,6
7912,3
7913,1
7914,1
7915,13
7916,9
7917,10
7918,11
7919,11
7920,2
7921,2
7922,14
7923,9
7924,13
7925,13
7926,11
7927,11
7928,9
7929,12
7930,14
7931,11
7932,15
7933,13
7934,5
7935,9
7936,6
7937,6
7938,6
7939,6
7940,12
7941,4
7942,11
7943,11
7944,5
7945,6
7946,14
7947,5
7948,4
7949,3
7950,8
7951,4
7952,9
7953,15
7954,4
7955,3
7956,3
7957,13
7958,6
7959,7
7960,13
7961,6
7962,16
7963,5
7964,5
7965,4
7966,2
7967,6
7968,13
7969,6
7970,10
7971,1
7972,13
7973,13
7974,12
7975,11
7976,9
7977,7
7978,7
7979,4
7980,7
7981,16
7982,15
7983,4
7984,10
7985,14
7986,3
7987,2
7988,5
7989,6
7990,16
7991,3
7992,3
7993,3
7994,10
7995,10
7996,11
7997,11
7998,4
7999,2
8000,6
8001,7
8002,3
8003,8
8004,8
8005,6
8006,7
8007,15
8008,15
8009,15
8010,7
8011,13
8012,15
8013,13
8014,4
8015,8
8016,13
8017,6
8018,14
8019,12
8020,4
8021,4
8022,2
8023,11
8024,16
8025,11
8026,9
8027,11
8028,6
8029,6
8030,16
8031,11
8032,14
8033,13
8034,12
8035,1
8036,3
8037,10
8038,1
8039,14
8040,7
8041,9
8042,3
8043,12
8044,12
8045,2
8046,6
8047,2
8048,2
8049,9
8050,5
8051,13
8052,10
8053,1
8054,16
8055,4
8056,11
8057,15
8058,14
8059,14
8060,8
8061,5
8062,5
8063,11
8064,3
8065,3
8066,10
8067,5
8068,10
8069,15
8070,10
8071,11
8072,10
8073,14
8074,8
8075,16
8076,9
8077,6
8078,1
8079,13
8080,3
8081,9
8082,15
8083,12
8084,9
8085,10
8086,6
8087,14
8088,5
8089,16
8090,11
8091,3
8092,5
8093,7
8094,16
8095,5
8096,9
8097,5
8098,11
8099,3
8100,13
8101,9
8102,11
8103,10
8104,13
8105,14
8106,11
8107,11
8108,12
8109,3
8110,11
8111,7
8112,15
8113,16
8114,15
8115,6
8116,4
8117,15
8118,9
8119,10
8120,7
8121,15
8122,2
8123,3
8124,5
8125,5
8126,5
8127,14
8128,13
8129,11
8130,1
8131,2
8132,5
8133,6
8134,8
8135,10
8136,13
8137,8
8138,11
8139,15
8140,11
8141,9
8142,6
8143,10
8144,1
8145,9
8146,5
8147,15
8148,13
8149,13
8150,5
8151,7
8152,2
8153,13
8154,7
8155,6
8156,10
8157,8
8158,14
8159,15
8160,1
8161,1
8162,11
8163,10
8164,11
8165,3
8166,13
8167,9
8168,4
8169,7
8170,6
8171,11
8172,11
8173,2
8174,11
8175,2
8176,2
8177,1
8178,14
8179,7
8180,1
8181,14
8182,4
8183,11
8184,6
8185,12
8186,4
8187,12
8188,6
8189,6
8190,5
8191,14
8192,10
8193,3
8194,6
8195,10
8196,8
8197,12
8198,9
8199,12
8200,8
8201,8
8202,9
8203,2
8204,3
8205,4
8206,8
8207,13
8208,6
8209,2
8210,15
8211,2
8212,4
8213,6
8214,12
8215,14
8216,2
8217,15
8218,13
8219,13
8220,15
8221,15
8222,14
8223,7
8224,16
8225,4
8226,9
8227,7
8228,10
8229,5
8230,3
8231,11
8232,15
8233,16
8234,14
8235,13
8236,3
8237,3
8238,5
8239,3
8240,7
8241,1
8242,4
8243,4
8244,10
8245,8
8246,13
8247,13
8248,12
8249,7
8250,2
8251,3
8252,7
8253,13
8254,2
8255,1
8256,1
8257,10
8258,7
8259,13
8260,15
8261,15
8262,2
8263,11
8264,4
8265,10
8266,3
8267,8
8268,12
8269,8
8270,10
8271,14
8272,1
8273,15
8274,9
8275,8
8276,16
8277,8
8278,16
8279,10
8280,7
8281,14
8282,2
8283,15
8284,10
8285,13
8286,16
8287,6
8288,11
8289,12
8290,16
8291,1
8292,3
8293,11
8294,14
8295,5
8296,13
8297,14
8298,7
8299,5
8300,3
8301,8
8302,4
8303,4
8304,2
8305,8
8306,14
8307,15
8308,7
8309,13
8310,6
8311,10
8312,15
8313,9
8314,2
8315,5
8316,9
8317,4
8318,14
8319,6
8320,14
8321,5
8322,7
8323,11
8324,13
8325,13
8326,8
8327,10
8328,13
8329,6
8330,9
8331,6
8332,4
8333,14
8334,12
8335,12
8336,15
8337,8
8338,11
8339,9
8340,14
8341,8
8342,11
8343,15
8344,6
8345,14
8346,13
8347,15
8348,4
8349,4
8350,6
8351,5
8352,12
8353,6
8354,16
8355,12
8356,7
8357,4
8358,14
8359,10
8360,11
8361,5
8362,10
8363,12
8364,12
8365,11
8366,10
8367,12
8368,6
8369,15
8370,16
8371,10
8372,3
8373,6
8374,6
8375,16
8376,16
8377,13
8378,4
8379,4
8380,15
8381,10
8382,14
8383,8
8384,9
8385,16
8386,10
8387,5
8388,6
8389,5
8390,7
8391,11
8392,13
8393,16
8394,5
8395,4
8396,3
8397,3
8398,10
8399,7
8400,4
8401,8
8402,16
8403,10
8404,3
8405,12
8406,15
8407,1
8408,13
8409,15
8410,13
8411,14
8412,6
8413,14
8414,6
8415,6
8416,14
8417,13
8418,14
8419,5
8420,7
8421,10
8422,1
8423,11
8424,4
8425,12
8426,1
8427,4
8428,5
8429,7
8430,11
8431,12
8432,7
8433,10
8434,4
8435,12
8436,11
8437,10
8438,5
8439,4
8440,3
8441,8
8442,2
8443,2
8444,7
8445,9
8446,10
8447,15
8448,6
8449,12
8450,16
8451,9
8452,7
8453,10
8454,14
8455,15
8456,7
8457,4
8458,4
8459,4
8460,13
8461,1
8462,10
8463,6
8464,2
8465,7
8466,13
8467,6
8468,6
8469,15
8470,1
8471,10
8472,6
8473,6
8474,1
8475,8
8476,16
8477,7
8478,5
