,0
6699,3
6700,3
6701,15
6702,5
6703,10
6704,11
6705,10
6706,2
6707,6
6708,12
6709,4
6710,15
6711,6
6712,10
6713,8
6714,9
6715,2
6716,7
6717,10
6718,11
6719,9
6720,11
6721,3
6722,11
6723,10
6724,11
6725,4
6726,11
6727,1
6728,1
6729,1
6730,10
6731,7
6732,11
6733,12
6734,2
6735,6
6736,5
6737,10
6738,12
6739,13
6740,12
6741,11
6742,6
6743,3
6744,7
6745,12
6746,9
6747,1
6748,11
6749,12
6750,13
6751,6
6752,3
6753,13
6754,9
6755,7
6756,11
6757,6
6758,5
6759,13
6760,12
6761,9
6762,5
6763,6
6764,11
6765,14
6766,4
6767,7
6768,9
6769,15
6770,5
6771,14
6772,6
6773,10
6774,13
6775,11
6776,12
6777,11
6778,10
6779,4
6780,12
6781,4
6782,4
6783,12
6784,9
6785,2
6786,9
6787,2
6788,16
6789,15
6790,6
6791,4
6792,1
6793,16
6794,4
6795,11
6796,6
6797,4
6798,12
6799,7
6800,14
6801,15
6802,9
6803,9
6804,3
6805,4
6806,9
6807,7
6808,14
6809,6
6810,10
6811,5
6812,12
6813,4
6814,4
6815,5
6816,6
6817,6
6818,3
6819,12
6820,5
6821,14
6822,5
6823,11
6824,4
6825,12
6826,15
6827,12
6828,8
6829,5
6830,3
6831,4
6832,6
6833,5
6834,4
6835,11
6836,5
6837,14
6838,2
6839,4
6840,1
6841,14
6842,9
6843,11
6844,14
6845,13
6846,9
6847,9
6848,2
6849,15
6850,8
6851,11
6852,3
6853,4
6854,13
6855,1
6856,6
6857,14
6858,12
6859,1
6860,2
6861,13
6862,15
6863,5
6864,15
6865,12
6866,2
6867,4
6868,10
6869,10
6870,11
6871,11
6872,11
6873,14
6874,12
6875,11
6876,12
6877,11
6878,11
6879,15
6880,10
6881,13
6882,12
6883,6
6884,2
6885,4
6886,3
6887,11
6888,14
6889,6
6890,3
6891,3
6892,12
6893,2
6894,6
6895,6
6896,15
6897,7
6898,15
6899,12
6900,4
6901,3
6902,5
6903,9
6904,14
6905,10
6906,7
6907,6
6908,1
6909,7
6910,9
6911,10
6912,1
6913,16
6914,6
6915,6
6916,14
6917,7
6918,16
6919,8
6920,8
6921,6
6922,3
6923,7
6924,5
6925,13
6926,4
6927,16
6928,5
6929,5
6930,7
6931,6
6932,12
6933,3
6934,5
6935,7
6936,3
6937,2
6938,13
6939,9
6940,11
6941,4
6942,1
6943,11
6944,14
6945,6
6946,7
6947,11
6948,7
6949,12
6950,14
6951,8
6952,7
6953,7
6954,10
6955,15
6956,11
6957,8
6958,4
6959,12
6960,6
6961,6
6962,16
6963,7
6964,4
6965,2
6966,3
6967,10
6968,1
6969,3
6970,4
6971,11
6972,7
6973,15
6974,12
6975,7
6976,3
6977,3
6978,11
6979,7
6980,4
6981,8
6982,8
6983,6
6984,2
6985,7
6986,7
6987,11
6988,3
6989,12
6990,9
6991,13
6992,7
6993,6
6994,14
6995,6
6996,5
6997,6
6998,3
6999,11
7000,15
7001,13
7002,4
7003,14
7004,4
7005,2
7006,13
7007,13
7008,5
7009,10
7010,6
7011,5
7012,3
7013,2
7014,13
7015,15
7016,15
7017,11
7018,4
7019,4
7020,12
7021,12
7022,8
7023,15
7024,6
7025,11
7026,6
7027,15
7028,15
7029,13
7030,2
7031,6
7032,15
7033,11
7034,9
7035,14
7036,3
7037,10
7038,11
7039,11
7040,10
7041,8
7042,13
7043,9
7044,3
7045,10
7046,6
7047,6
7048,5
7049,5
7050,2
7051,6
7052,14
7053,5
7054,3
7055,11
7056,5
7057,14
7058,15
7059,9
7060,10
7061,15
7062,7
7063,7
7064,8
7065,3
7066,2
7067,15
7068,11
7069,1
7070,6
7071,5
7072,13
7073,14
7074,4
7075,16
7076,5
7077,6
7078,3
7079,12
7080,5
7081,6
7082,2
7083,14
7084,1
7085,3
7086,9
7087,1
7088,6
7089,6
7090,10
7091,11
7092,6
7093,7
7094,6
7095,15
7096,3
7097,10
7098,2
7099,16
7100,4
7101,4
7102,2
7103,14
7104,15
7105,14
7106,1
7107,11
7108,15
7109,1
7110,7
7111,8
7112,4
7113,4
7114,10
7115,9
7116,16
7117,9
7118,6
7119,8
7120,2
7121,3
7122,5
7123,16
7124,5
7125,5
7126,16
7127,1
7128,4
7129,4
7130,4
7131,4
7132,12
7133,13
7134,14
7135,9
7136,16
7137,11
7138,14
7139,14
7140,6
7141,7
7142,9
7143,15
7144,16
7145,5
7146,12
7147,4
7148,12
7149,4
7150,2
7151,10
7152,7
7153,8
7154,12
7155,4
7156,3
7157,11
7158,9
7159,7
7160,6
7161,11
7162,9
7163,8
7164,15
7165,16
7166,11
7167,10
7168,6
7169,12
7170,14
7171,9
7172,2
7173,5
7174,6
7175,15
7176,13
7177,6
7178,3
7179,4
7180,3
7181,1
7182,7
7183,16
7184,4
7185,4
7186,9
7187,6
7188,13
7189,15
7190,13
7191,15
7192,3
7193,9
7194,4
7195,4
7196,3
7197,8
7198,1
7199,2
7200,15
7201,13
7202,5
7203,5
7204,7
7205,7
7206,2
7207,9
7208,3
7209,6
7210,15
7211,14
7212,9
7213,8
7214,11
7215,2
7216,3
7217,14
7218,15
7219,2
7220,14
7221,6
7222,5
7223,6
7224,3
7225,2
7226,14
7227,6
7228,10
7229,5
7230,4
7231,11
7232,3
7233,12
7234,13
7235,14
7236,14
7237,15
7238,8
7239,12
7240,2
7241,11
7242,3
7243,4
7244,14
7245,13
7246,8
7247,10
7248,15
7249,14
7250,9
7251,6
7252,8
7253,8
7254,3
7255,11
7256,16
7257,12
7258,4
7259,12
7260,11
7261,7
7262,5
7263,14
7264,3
7265,10
7266,3
7267,4
7268,8
7269,1
7270,4
7271,4
7272,9
7273,11
7274,10
7275,3
7276,6
7277,5
7278,6
7279,6
7280,11
7281,8
7282,12
7283,11
7284,1
7285,9
7286,3
7287,12
7288,6
7289,11
7290,15
7291,11
7292,9
7293,7
7294,13
7295,3
7296,14
7297,14
7298,13
7299,13
7300,10
7301,16
7302,2
7303,8
7304,7
7305,15
7306,16
7307,1
7308,4
7309,7
7310,14
7311,7
7312,15
7313,2
7314,8
7315,5
7316,8
7317,9
7318,10
7319,6
7320,4
7321,3
7322,15
7323,13
7324,9
7325,13
7326,6
7327,14
7328,15
7329,11
7330,4
7331,11
7332,14
7333,6
7334,14
7335,8
7336,6
7337,10
7338,3
7339,11
7340,11
7341,2
7342,7
7343,12
7344,14
7345,7
7346,7
7347,3
7348,5
7349,4
7350,4
7351,2
7352,13
7353,15
7354,11
7355,12
7356,12
7357,12
7358,11
7359,14
7360,1
7361,2
7362,9
7363,15
7364,14
7365,9
7366,15
7367,10
7368,11
7369,11
7370,16
7371,14
7372,8
7373,6
7374,12
7375,15
7376,12
7377,12
7378,10
7379,9
7380,11
7381,11
7382,16
7383,13
7384,8
7385,12
7386,11
7387,4
7388,13
7389,2
7390,12
7391,12
7392,12
7393,5
7394,3
7395,12
7396,9
7397,5
7398,5
7399,10
7400,5
7401,13
7402,6
7403,6
7404,8
7405,7
7406,11
7407,12
7408,4
7409,11
7410,12
7411,12
7412,9
7413,6
7414,7
7415,14
7416,1
7417,2
7418,12
7419,5
7420,2
7421,16
7422,11
7423,9
7424,16
7425,11
7426,16
7427,11
7428,3
7429,7
7430,6
7431,1
7432,15
7433,6
7434,5
7435,15
7436,5
7437,6
7438,10
7439,9
7440,10
7441,3
7442,14
7443,15
7444,3
7445,12
7446,9
7447,12
7448,15
7449,6
7450,2
7451,2
7452,11
7453,12
7454,5
7455,2
7456,5
7457,15
7458,12
7459,12
7460,4
7461,12
7462,6
7463,14
7464,12
7465,8
7466,3
7467,5
7468,6
7469,14
7470,5
7471,6
7472,4
7473,4
7474,1
7475,12
7476,13
7477,14
7478,8
7479,6
7480,9
7481,15
7482,12
7483,16
7484,14
7485,11
7486,6
7487,14
7488,11
7489,11
7490,6
7491,9
7492,11
7493,7
7494,10
7495,5
7496,6
7497,15
7498,3
7499,16
7500,8
7501,4
7502,16
7503,3
7504,15
7505,8
7506,2
7507,2
7508,3
7509,14
7510,7
7511,8
7512,14
7513,14
7514,5
7515,13
7516,7
7517,7
7518,11
7519,15
7520,6
7521,6
7522,7
7523,8
7524,15
7525,5
7526,11
7527,2
7528,4
7529,4
7530,5
7531,5
7532,6
7533,14
7534,15
7535,6
7536,7
7537,16
7538,4
7539,3
7540,15
7541,5
7542,10
7543,13
7544,16
7545,16
7546,11
7547,6
7548,4
7549,3
7550,6
7551,6
7552,3
7553,12
7554,15
7555,7
7556,4
7557,9
7558,10
7559,15
7560,11
7561,8
7562,14
7563,15
7564,9
7565,11
7566,2
7567,4
7568,5
7569,10
7570,5
7571,5
7572,6
7573,8
7574,2
7575,13
7576,1
7577,1
7578,13
7579,12
7580,6
7581,6
7582,2
7583,13
7584,2
7585,3
7586,14
7587,11
7588,9
7589,6
7590,7
7591,4
7592,10
7593,8
7594,5
7595,6
7596,2
7597,9
7598,15
7599,3
7600,11
7601,3
7602,3
7603,1
7604,9
7605,12
7606,14
7607,2
7608,1
7609,10
7610,8
7611,7
7612,6
7613,16
7614,15
7615,7
7616,14
7617,8
7618,7
7619,10
7620,15
7621,14
7622,6
7623,16
7624,16
7625,11
7626,16
7627,13
7628,10
7629,10
7630,4
7631,2
7632,9
7633,11
7634,11
7635,16
7636,5
7637,11
7638,6
7639,13
7640,6
7641,8
7642,2
7643,9
7644,12
7645,16
7646,7
7647,2
7648,14
7649,9
7650,3
7651,14
7652,16
7653,7
7654,11
7655,13
7656,9
7657,3
7658,1
7659,10
7660,11
7661,13
7662,13
7663,12
7664,15
7665,7
7666,2
7667,3
7668,6
7669,16
7670,11
7671,12
7672,12
7673,11
7674,7
7675,11
7676,9
7677,10
7678,16
7679,14
7680,12
7681,1
7682,7
7683,2
7684,11
7685,10
7686,11
7687,7
7688,13
7689,14
7690,10
7691,6
7692,9
7693,2
7694,14
7695,10
7696,14
7697,5
7698,9
7699,8
7700,11
7701,15
7702,6
7703,16
7704,12
7705,2
7706,4
7707,3
7708,7
7709,8
7710,5
7711,5
7712,5
7713,15
7714,7
7715,16
7716,3
7717,11
7718,4
7719,3
7720,9
7721,12
7722,2
7723,13
7724,12
7725,4
7726,15
7727,9
7728,15
7729,11
7730,15
7731,10
7732,5
7733,6
7734,11
7735,9
7736,11
7737,2
7738,13
7739,6
7740,5
7741,13
7742,6
7743,14
7744,1
7745,10
7746,6
7747,10
7748,13
7749,6
7750,2
7751,10
7752,12
7753,9
7754,3
7755,12
7756,15
7757,6
7758,11
7759,11
7760,10
7761,16
7762,5
7763,3
7764,12
7765,3
7766,6
7767,8
7768,9
7769,4
7770,4
7771,1
7772,16
7773,5
7774,14
7775,1
7776,10
7777,11
7778,12
7779,11
7780,13
7781,16
7782,13
7783,7
7784,13
7785,10
7786,1
7787,2
7788,6
7789,9
7790,11
7791,15
7792,14
7793,13
7794,5
7795,6
7796,3
7797,2
7798,1
7799,12
7800,6
7801,9
7802,7
7803,7
7804,7
7805,2
7806,12
7807,2
7808,4
7809,12
7810,16
7811,12
7812,10
7813,12
7814,9
7815,10
7816,2
7817,10
7818,14
7819,13
7820,3
7821,16
7822,8
7823,9
7824,9
7825,6
7826,12
7827,1
7828,3
7829,2
7830,7
7831,8
7832,9
7833,13
7834,10
7835,8
7836,13
7837,14
7838,16
7839,15
7840,11
7841,14
7842,11
7843,11
7844,14
7845,5
7846,16
7847,7
7848,11
7849,3
7850,14
7851,10
7852,11
7853,3
7854,14
7855,16
7856,8
7857,12
7858,7
7859,13
7860,3
7861,2
7862,16
7863,12
7864,2
7865,7
7866,5
7867,7
7868,3
7869,4
7870,10
7871,15
7872,2
7873,2
7874,1
7875,13
7876,13
7877,14
7878,6
7879,7
7880,11
7881,3
7882,12
7883,8
7884,12
7885,4
7886,6
7887,7
7888,1
7889,5
7890,14
7891,10
7892,14
7893,5
7894,2
7895,8
7896,6
7897,6
7898,14
7899,13
7900,6
7901,7
7902,6
7903,2
7904,13
7905,5
7906,4
7907,8
7908,14
7909,6
7910,13
7911,13
7912,12
7913,11
7914,2
7915,12
7916,2
7917,4
7918,16
7919,7
7920,11
7921,4
7922,3
7923,11
7924,10
7925,11
7926,5
7927,15
7928,2
7929,5
7930,8
7931,10
7932,5
7933,7
7934,12
7935,6
7936,16
7937,7
7938,11
7939,13
7940,3
7941,10
7942,10
7943,10
7944,11
7945,1
7946,9
7947,13
7948,15
7949,6
7950,5
7951,6
7952,12
7953,10
7954,6
7955,6
7956,7
7957,15
7958,16
7959,5
7960,5
7961,11
7962,7
7963,14
7964,3
7965,12
7966,6
7967,11
7968,15
7969,15
7970,13
7971,13
7972,10
7973,11
7974,6
7975,3
7976,6
7977,10
7978,8
7979,8
7980,13
7981,5
7982,5
7983,6
7984,1
7985,3
7986,6
7987,6
7988,2
7989,8
7990,7
7991,10
7992,3
7993,6
7994,7
7995,3
7996,12
7997,3
7998,9
7999,13
8000,12
8001,11
8002,2
8003,16
8004,6
8005,6
8006,5
8007,13
8008,6
8009,6
8010,1
8011,8
8012,12
8013,8
8014,11
8015,11
8016,7
8017,10
8018,4
8019,4
8020,10
8021,5
8022,15
8023,9
8024,10
8025,15
8026,4
8027,4
8028,11
8029,10
8030,4
8031,4
8032,8
8033,3
8034,1
8035,1
8036,7
8037,7
8038,12
8039,4
8040,16
8041,1
8042,8
8043,13
8044,5
8045,5
8046,10
8047,16
8048,9
8049,6
8050,16
8051,4
8052,10
8053,9
8054,1
8055,11
8056,5
8057,13
8058,15
8059,5
8060,5
8061,13
8062,16
8063,9
8064,1
8065,16
8066,8
8067,15
8068,15
8069,5
8070,4
8071,11
8072,8
8073,6
8074,9
8075,14
8076,14
8077,13
8078,3
8079,10
8080,11
8081,4
8082,4
8083,11
8084,4
8085,8
8086,11
8087,10
8088,4
8089,8
8090,7
8091,9
8092,6
8093,14
8094,14
8095,10
8096,13
8097,14
8098,7
8099,6
8100,9
8101,11
8102,10
8103,1
8104,13
8105,14
8106,6
8107,16
8108,10
8109,12
8110,7
8111,15
8112,12
8113,2
8114,13
8115,6
8116,6
8117,6
8118,12
8119,14
8120,11
8121,8
8122,1
8123,3
8124,5
8125,6
8126,11
8127,15
8128,7
8129,10
8130,14
8131,13
8132,10
8133,2
8134,7
8135,2
8136,11
8137,9
8138,7
8139,15
8140,12
8141,5
8142,8
8143,7
8144,5
8145,13
8146,2
8147,6
8148,10
8149,13
8150,16
8151,12
8152,11
8153,1
8154,13
8155,9
8156,12
8157,12
8158,5
8159,1
8160,11
8161,12
8162,8
8163,12
8164,6
8165,14
8166,2
8167,12
8168,2
8169,7
8170,12
8171,5
8172,10
8173,11
8174,7
8175,6
8176,10
8177,12
8178,13
8179,13
8180,7
8181,5
8182,7
8183,5
8184,7
8185,5
8186,11
8187,12
8188,16
8189,11
8190,7
8191,12
8192,7
8193,12
8194,13
8195,11
8196,3
8197,12
8198,6
8199,16
8200,12
8201,15
8202,13
8203,13
8204,7
8205,13
8206,11
8207,11
8208,2
8209,16
8210,16
8211,7
8212,6
8213,13
8214,11
8215,11
8216,14
8217,5
8218,6
8219,15
8220,1
8221,11
8222,10
8223,13
8224,12
8225,2
8226,6
8227,6
8228,5
8229,7
8230,6
8231,6
8232,5
8233,6
8234,10
8235,15
8236,7
8237,4
8238,15
8239,10
8240,6
8241,14
8242,15
8243,1
8244,10
8245,13
8246,8
8247,14
8248,13
8249,13
8250,6
8251,14
8252,1
8253,14
8254,11
8255,9
8256,13
8257,7
8258,3
8259,12
8260,5
8261,8
8262,7
8263,10
8264,1
8265,1
8266,7
8267,8
8268,16
8269,13
8270,13
8271,11
8272,10
8273,10
8274,5
8275,13
8276,12
8277,3
8278,11
8279,16
8280,6
8281,15
8282,6
8283,10
8284,3
8285,12
8286,14
8287,2
8288,4
8289,10
8290,6
8291,6
8292,4
8293,11
8294,9
8295,11
8296,4
8297,6
8298,1
8299,7
8300,9
8301,8
8302,6
8303,1
8304,11
8305,7
8306,16
8307,14
8308,4
8309,10
8310,3
8311,9
8312,3
8313,16
8314,6
8315,15
8316,12
8317,12
8318,10
8319,13
8320,11
8321,10
8322,11
8323,12
8324,11
8325,7
8326,2
8327,6
8328,12
8329,4
8330,8
8331,14
8332,4
8333,8
8334,16
8335,8
8336,10
8337,10
8338,4
8339,6
8340,7
8341,6
8342,4
8343,10
8344,11
8345,15
8346,14
8347,13
8348,4
8349,11
8350,13
8351,3
8352,7
8353,5
8354,11
8355,16
8356,9
8357,14
8358,14
8359,13
8360,14
8361,6
8362,2
8363,6
8364,7
8365,8
8366,9
8367,5
8368,15
8369,16
8370,8
8371,1
8372,13
8373,16
8374,10
8375,16
8376,6
8377,15
8378,14
8379,13
8380,2
8381,9
8382,12
8383,12
8384,5
8385,14
8386,10
8387,10
8388,11
8389,9
8390,16
8391,15
8392,9
8393,6
8394,11
8395,7
8396,12
8397,8
8398,12
8399,12
8400,10
8401,5
8402,6
8403,6
8404,11
8405,11
8406,6
8407,15
8408,16
8409,14
8410,9
8411,15
8412,5
8413,7
8414,13
8415,13
8416,13
8417,13
8418,15
8419,15
8420,7
8421,14
8422,2
8423,1
8424,3
8425,12
8426,2
8427,7
8428,10
8429,7
8430,11
8431,3
8432,15
8433,7
8434,8
8435,11
8436,1
8437,7
8438,9
8439,1
8440,12
8441,10
8442,10
8443,12
8444,11
8445,6
8446,12
8447,10
8448,10
8449,11
8450,12
8451,6
8452,8
8453,1
8454,9
8455,15
8456,6
8457,5
8458,12
8459,8
8460,10
8461,16
8462,3
8463,12
8464,5
8465,10
8466,10
8467,4
8468,13
8469,6
8470,14
8471,10
8472,2
8473,7
8474,6
8475,14
8476,7
8477,7
8478,13
8479,9
8480,7
8481,10
8482,15
8483,12
8484,5
8485,5
8486,14
8487,15
8488,14
8489,14
8490,11
8491,7
8492,9
8493,2
8494,11
8495,3
8496,16
8497,12
8498,10
8499,3
8500,16
8501,3
8502,5
8503,2
8504,7
8505,11
8506,16
8507,2
8508,1
8509,14
8510,10
8511,10
8512,7
8513,10
8514,6
8515,5
8516,12
8517,11
8518,11
8519,15
8520,14
8521,9
8522,11
8523,4
8524,16
8525,14
8526,1
8527,7
8528,15
8529,3
8530,7
8531,15
8532,12
8533,3
8534,13
8535,5
8536,6
8537,13
8538,7
8539,11
8540,8
8541,8
8542,10
8543,7
8544,6
8545,13
8546,4
8547,6
8548,15
8549,14
8550,3
8551,11
8552,1
8553,12
8554,6
8555,6
8556,10
8557,2
8558,6
8559,7
8560,14
8561,14
8562,5
8563,14
8564,5
8565,5
8566,2
8567,4
8568,12
8569,3
8570,6
8571,6
8572,12
8573,8
8574,11
8575,12
8576,11
8577,7
8578,3
8579,6
8580,11
8581,10
8582,10
8583,2
8584,8
8585,2
8586,15
8587,15
8588,5
8589,6
8590,8
8591,6
8592,12
8593,4
8594,2
8595,3
8596,5
8597,13
8598,7
8599,14
8600,10
8601,9
8602,12
8603,12
8604,12
8605,4
8606,9
8607,14
8608,4
8609,10
8610,7
8611,10
8612,10
8613,2
8614,14
8615,16
8616,8
8617,5
8618,7
8619,6
8620,6
8621,15
8622,16
8623,7
8624,14
8625,14
8626,10
8627,13
8628,9
8629,1
8630,3
8631,8
8632,8
8633,4
8634,2
8635,1
8636,14
8637,8
8638,4
8639,6
8640,14
8641,13
8642,11
8643,12
8644,3
8645,11
8646,11
8647,4
8648,5
8649,14
8650,16
8651,16
8652,9
8653,13
8654,14
8655,3
8656,9
8657,6
8658,5
8659,1
8660,8
8661,4
8662,7
8663,10
8664,13
8665,5
8666,10
8667,10
8668,7
8669,2
8670,15
8671,15
8672,15
8673,15
8674,12
8675,14
8676,6
8677,16
8678,14
8679,7
8680,8
8681,4
8682,11
8683,7
8684,4
8685,10
8686,3
8687,3
8688,14
8689,12
8690,15
8691,1
8692,12
8693,3
8694,15
8695,16
8696,11
8697,7
8698,3
8699,13
8700,2
8701,11
8702,4
8703,13
8704,7
8705,5
8706,11
8707,9
8708,4
8709,11
8710,14
8711,13
8712,4
8713,3
8714,7
8715,1
8716,12
8717,11
8718,3
8719,15
8720,8
8721,6
8722,2
8723,12
8724,9
8725,15
8726,10
8727,9
8728,8
8729,2
8730,12
8731,12
8732,5
8733,9
8734,13
8735,14
8736,7
8737,5
8738,10
8739,7
8740,5
8741,14
8742,4
8743,1
8744,5
8745,6
8746,12
8747,4
8748,15
8749,11
8750,14
8751,15
8752,11
8753,12
8754,6
8755,16
8756,13
8757,2
8758,9
8759,5
8760,12
8761,4
8762,8
8763,2
8764,7
8765,12
8766,15
8767,10
8768,11
8769,5
8770,1
8771,15
8772,14
8773,14
8774,9
8775,12
8776,13
8777,10
8778,13
8779,6
8780,3
8781,7
8782,11
8783,10
8784,11
8785,3
8786,6
8787,13
8788,3
8789,10
8790,4
8791,4
8792,14
8793,2
8794,15
8795,7
8796,8
8797,7
8798,3
8799,15
8800,5
8801,13
8802,14
8803,2
8804,13
8805,13
8806,13
8807,9
8808,7
8809,14
8810,11
8811,3
8812,2
8813,4
8814,2
8815,2
8816,11
8817,4
8818,1
8819,11
8820,6
8821,5
8822,1
8823,5
8824,11
8825,9
8826,11
8827,11
8828,10
8829,8
8830,13
8831,9
8832,15
8833,5
8834,2
8835,13
8836,11
8837,2
8838,1
8839,16
8840,1
8841,11
8842,10
8843,4
8844,3
8845,12
8846,9
8847,1
8848,12
8849,12
8850,10
8851,8
8852,10
8853,11
8854,10
8855,6
8856,5
8857,6
8858,7
8859,14
8860,16
8861,15
8862,2
8863,15
8864,14
8865,6
8866,7
8867,6
8868,6
8869,6
8870,9
8871,15
8872,8
8873,10
8874,6
8875,6
8876,15
8877,15
8878,7
8879,6
8880,11
8881,3
8882,16
8883,12
8884,11
8885,4
8886,1
8887,4
8888,7
8889,2
8890,5
8891,9
8892,13
8893,16
8894,6
8895,5
8896,8
8897,9
8898,9
8899,11
8900,5
8901,1
8902,15
8903,12
8904,2
8905,4
8906,11
8907,7
8908,15
8909,7
8910,15
8911,6
8912,10
8913,9
8914,12
8915,4
8916,4
8917,15
8918,14
8919,15
8920,5
8921,9
8922,11
8923,3
8924,12
8925,10
8926,3
8927,16
8928,15
8929,16
8930,8
8931,3
8932,13
8933,1
8934,9
8935,15
8936,3
8937,13
8938,12
8939,8
8940,2
8941,2
8942,12
8943,6
8944,9
8945,10
8946,3
8947,3
8948,8
8949,8
8950,6
8951,6
8952,3
8953,4
8954,2
8955,6
8956,6
8957,13
8958,10
8959,9
8960,6
8961,5
8962,11
8963,15
8964,5
8965,6
8966,4
8967,12
8968,11
8969,11
8970,5
8971,14
8972,3
8973,16
8974,6
8975,13
8976,12
8977,11
8978,5
8979,15
8980,3
8981,7
8982,9
8983,14
8984,14
8985,7
8986,14
8987,13
8988,12
8989,8
8990,16
8991,14
8992,8
8993,7
8994,6
8995,6
8996,5
8997,1
8998,8
8999,11
9000,11
9001,15
9002,8
9003,15
9004,15
9005,10
9006,11
9007,12
9008,14
9009,1
9010,8
9011,2
9012,16
9013,1
9014,5
9015,16
9016,3
9017,4
9018,3
9019,4
9020,13
9021,13
9022,5
9023,11
9024,16
9025,2
9026,7
9027,7
9028,6
9029,10
9030,8
9031,1
9032,5
9033,6
9034,5
9035,15
9036,12
9037,14
9038,15
9039,10
9040,11
9041,3
9042,14
9043,5
9044,2
9045,12
9046,11
9047,3
9048,7
9049,10
9050,9
9051,14
9052,13
9053,11
9054,4
9055,4
9056,11
9057,14
9058,11
9059,15
9060,4
9061,2
9062,3
9063,12
9064,16
9065,4
9066,2
9067,8
9068,1
9069,1
9070,13
9071,10
9072,7
9073,13
9074,5
9075,8
9076,9
9077,4
9078,11
9079,12
9080,1
9081,2
9082,5
9083,14
9084,9
9085,7
9086,13
9087,5
9088,12
9089,11
9090,3
9091,14
9092,9
9093,16
9094,2
9095,9
9096,14
9097,15
9098,16
9099,6
9100,9
9101,1
9102,14
9103,14
9104,5
9105,14
9106,7
9107,12
9108,10
9109,11
9110,7
9111,7
9112,5
9113,10
9114,2
9115,4
9116,2
9117,3
9118,4
9119,7
9120,7
9121,16
9122,5
9123,5
9124,3
9125,4
9126,1
9127,3
9128,16
9129,5
9130,7
9131,5
9132,4
9133,7
9134,4
9135,8
9136,10
9137,9
9138,1
9139,13
9140,14
9141,5
9142,2
9143,2
9144,4
9145,12
9146,6
9147,10
9148,11
9149,7
9150,4
9151,16
9152,3
9153,4
9154,8
9155,12
9156,6
9157,3
9158,15
9159,1
9160,6
9161,11
9162,14
9163,9
9164,10
9165,6
9166,9
9167,6
9168,7
9169,3
9170,6
9171,16
9172,8
9173,16
9174,6
9175,6
9176,12
9177,7
9178,3
9179,12
9180,10
9181,7
9182,11
9183,2
9184,14
9185,9
9186,11
9187,15
9188,11
9189,11
9190,12
9191,12
9192,6
9193,6
9194,14
9195,13
9196,1
9197,15
9198,12
9199,8
9200,7
9201,5
9202,4
9203,12
9204,14
9205,8
9206,7
9207,15
9208,6
9209,6
9210,6
9211,6
9212,14
9213,11
9214,10
9215,15
9216,4
9217,3
9218,14
9219,14
9220,3
9221,12
9222,10
9223,8
9224,11
9225,6
9226,8
9227,8
9228,2
9229,8
9230,11
9231,15
9232,3
9233,2
9234,7
9235,13
9236,9
9237,8
9238,15
9239,7
9240,10
9241,9
9242,7
9243,7
9244,11
9245,15
9246,12
9247,12
9248,11
9249,11
9250,7
9251,2
9252,15
9253,3
9254,7
9255,6
9256,8
9257,10
9258,8
9259,4
9260,12
9261,10
9262,7
9263,6
9264,12
9265,7
9266,13
9267,5
9268,16
9269,16
9270,15
9271,3
9272,11
9273,10
9274,11
9275,11
9276,8
9277,2
9278,10
9279,15
9280,8
9281,14
9282,4
9283,3
9284,12
9285,4
9286,3
9287,10
9288,13
9289,1
9290,3
9291,7
9292,16
9293,9
9294,2
9295,14
9296,12
9297,16
9298,9
9299,15
9300,15
9301,15
9302,3
9303,3
9304,12
9305,12
9306,12
9307,7
9308,10
9309,5
9310,11
9311,7
9312,9
9313,5
9314,2
9315,1
9316,6
9317,5
9318,3
9319,4
9320,2
9321,14
9322,11
9323,12
9324,15
9325,1
9326,6
9327,16
9328,3
9329,12
9330,16
9331,14
9332,14
9333,14
9334,13
9335,15
9336,3
9337,3
9338,13
9339,14
9340,7
9341,12
9342,5
9343,7
9344,6
9345,8
9346,7
9347,12
9348,5
9349,5
9350,15
9351,7
9352,1
9353,3
9354,7
9355,9
9356,7
9357,8
9358,14
9359,15
9360,14
9361,14
9362,3
9363,7
9364,8
9365,11
9366,12
9367,11
9368,7
9369,16
9370,4
9371,8
9372,14
9373,2
9374,11
9375,12
9376,10
9377,2
9378,4
9379,3
9380,6
9381,6
9382,11
9383,10
9384,16
9385,9
9386,2
9387,5
9388,10
9389,6
9390,10
9391,3
9392,9
9393,5
9394,2
9395,11
9396,11
9397,15
9398,8
9399,10
9400,15
9401,9
9402,15
9403,9
9404,15
9405,11
9406,9
9407,6
9408,12
9409,1
9410,8
9411,3
9412,10
9413,9
9414,6
9415,2
9416,3
9417,12
9418,14
9419,14
9420,10
9421,5
9422,15
9423,5
9424,11
9425,15
9426,13
9427,5
9428,10
9429,7
9430,14
9431,9
9432,5
9433,13
9434,13
9435,5
9436,11
9437,2
9438,2
9439,3
9440,10
9441,6
9442,8
9443,8
9444,6
9445,14
9446,6
9447,5
9448,10
9449,11
9450,16
9451,12
9452,10
9453,11
9454,14
9455,5
9456,14
9457,6
9458,11
9459,1
9460,3
9461,4
9462,8
9463,7
9464,7
9465,11
9466,4
9467,16
9468,16
9469,16
9470,9
9471,5
9472,1
9473,10
9474,14
9475,16
9476,12
9477,12
9478,9
9479,13
9480,4
9481,16
9482,7
9483,11
9484,1
9485,5
9486,11
9487,6
9488,12
9489,5
9490,1
9491,8
9492,10
9493,10
9494,14
9495,6
9496,2
9497,14
